,id,date_taken,Time Spent,curent_role,Q2 - Did you switch careers into Data?,salary,Q4 - What Industry do you work in?,language,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,age,Q11 - Which Country do you live in?,Q12 - Highest Level of Education,Q13 - Ethnicity,sal_min,sal_max
102,62a3493fb4da29969c62fe63,2022-06-10,0:02:22,Other,Yes,53.0,Other (Please Specify):Consulting,Python,8.0,8.0,9.0,9.0,10.0,10.0,Very Easy,Better Salary,Male,34.0,United Kingdom,Bachelors,White or Caucasian,41.0,65.0
103,62a3496e575fa3a5ae88c4e6,2022-06-10,0:03:18,Data Analyst,Yes,20.0,Tech,Python,8.0,10.0,9.0,9.0,10.0,8.0,Neither easy nor difficult,Better Salary,Female,28.0,Other (Please Specify):Costa Rica,Bachelors,Hispanic or Latino,0.0,40.0
104,62a3498e575fa3a5ae88c554,2022-06-10,0:01:55,Student/Looking/None,No,20.0,Other (Please Specify):Semiconductor manufacturing,Other,7.0,9.0,7.0,8.0,8.0,10.0,Neither easy nor difficult,Better Salary,Male,24.0,Other (Please Specify):Vietnam,Bachelors,Asian or Asian American,0.0,40.0
105,62a34991b4da29969c62ff4b,2022-06-10,0:01:15,Student/Looking/None,Yes,20.0,Healthcare,Python,3.0,7.0,7.0,7.0,1.0,2.0,Difficult,Better Salary,Male,31.0,United States,Masters,Black or African American,0.0,40.0
106,62a349bbf8f756164585400d,2022-06-10,0:02:07,Data Analyst,Yes,53.0,"Other (Please Specify):Supply Chain - warehousing, transpiration and ",Other,3.0,6.0,6.0,6.0,4.0,4.0,Easy,Better Salary,Male,25.0,Canada,Bachelors,Asian or Asian American,41.0,65.0
107,62a349c7cec54911e9ca67c7,2022-06-10,0:01:05,Data Analyst,Yes,115.5,Finance,Python,5.0,1.0,4.0,3.0,3.0,4.0,Easy,Better Salary,Female,38.0,United States,Bachelors,White or Caucasian,106.0,125.0
108,62a349d5d8c00e9f5419ead2,2022-06-10,0:01:32,Data Analyst,No,53.0,Finance,Python,5.0,5.0,5.0,5.0,4.0,5.0,Neither easy nor difficult,Good Culture,Male,30.0,Other (Please Specify):Netherlands,Bachelors,Hispanic or Latino,41.0,65.0
109,62a349e6b4da29969c63000c,2022-06-10,0:01:32,Data Analyst,Yes,20.0,Tech,C/C++,0.0,0.0,0.0,2.0,2.0,5.0,Neither easy nor difficult,Good Work/Life Balance,Male,25.0,India,Bachelors,Asian or Asian American,0.0,40.0
110,62a34a03cec54911e9ca6869,2022-06-10,0:01:08,Data Analyst,Yes,20.0,Tech,Python,1.0,2.0,1.0,5.0,6.0,6.0,Neither easy nor difficult,Better Salary,Female,29.0,Other (Please Specify):Nigeria ,Bachelors,Black or African American,0.0,40.0
111,62a34ab15d257a28a30d9589,2022-06-10,0:04:27,Data Scientist,Yes,187.5,Finance,Python,7.0,5.0,3.0,6.0,4.0,4.0,Difficult,Good Work/Life Balance,Male,21.0,Other (Please Specify):Portugal,Masters,White or Caucasian,150.0,225.0
112,62a34abc0f8c8599d5af31c5,2022-06-10,0:02:00,Data Analyst,Yes,75.5,Other (Please Specify):Distribution,Other,5.0,8.0,8.0,7.0,6.0,7.0,Very Easy,Remote Work,Female,39.0,United States,Bachelors,Asian or Asian American,66.0,85.0
113,62a34b07cec54911e9ca6b6e,2022-06-10,0:01:19,Student/Looking/None,No,20.0,Other (Please Specify),Python,0.0,0.0,0.0,0.0,0.0,5.0,Neither easy nor difficult,Better Salary,Male,25.0,Other (Please Specify):turkey,Bachelors,White or Caucasian,0.0,40.0
114,62a34b0eb4da29969c6302ce,2022-06-10,0:02:36,Other,Yes,95.5,Finance,Other,7.0,9.0,10.0,6.0,4.0,4.0,Neither easy nor difficult,Other (Please Specify):Opportunity for advancement ,Female,42.0,United States,Masters,Hispanic or Latino,86.0,105.0
115,62a34b1b0f8c8599d5af328b,2022-06-10,0:00:48,Data Analyst,No,53.0,Tech,R,10.0,8.0,9.0,10.0,10.0,10.0,Easy,Better Salary,Male,25.0,United States,Bachelors,White or Caucasian,41.0,65.0
116,62a34b5b5d257a28a30d96a6,2022-06-10,0:01:20,Data Scientist,No,95.5,Finance,Python,8.0,7.0,6.0,6.0,5.0,9.0,Neither easy nor difficult,Better Salary,Male,22.0,United States,Bachelors,White or Caucasian,86.0,105.0
117,62a34b7ebae91e4b8b83076c,2022-06-10,0:02:04,Data Analyst,No,20.0,Other (Please Specify):Customer Service,Python,1.0,4.0,4.0,3.0,,5.0,Easy,Better Salary,Male,23.0,Other (Please Specify):Colombia,High School,Hispanic or Latino,0.0,40.0
118,62a34b99cec54911e9ca6e14,2022-06-10,0:02:36,Data Engineer,Yes,53.0,Other (Please Specify):Ecom,JavaScript,6.0,6.0,6.0,6.0,6.0,6.0,Difficult,Good Culture,Male,25.0,Other (Please Specify):Egypt,High School,Other (Please Specify):Middleeas,41.0,65.0
119,62a34bb0f3072dd892624210,2022-06-10,0:01:05,Data Engineer,Yes,75.5,Other (Please Specify):Consulti,Python,5.0,7.0,7.0,6.0,6.0,7.0,Neither easy nor difficult,Better Salary,Male,45.0,Canada,Masters,White or Caucasian,66.0,85.0
120,62a34bd0cf2555431730208b,2022-06-10,0:01:29,Data Analyst,Yes,75.5,Healthcare,Other,7.0,3.0,8.0,6.0,8.0,8.0,Easy,Good Work/Life Balance,Male,24.0,United States,Bachelors,White or Caucasian,66.0,85.0
121,62a34bd4f408bae018ed57bd,2022-06-10,0:03:57,Student/Looking/None,No,20.0,Other (Please Specify):State Government,R,1.0,9.0,6.0,0.0,0.0,0.0,Difficult,Better Salary,Male,25.0,United States,,Black or African American,0.0,40.0
122,62a34c66b4da29969c6305af,2022-06-10,0:01:36,Data Analyst,Yes,75.5,Other (Please Specify):Marketing,Python,9.0,8.0,9.0,9.0,8.0,8.0,Difficult,Good Work/Life Balance,Male,26.0,United States,Bachelors,White or Caucasian,66.0,85.0
123,62a34d1ff8f756164585465c,2022-06-10,0:01:41,Data Analyst,No,53.0,Tech,R,4.0,7.0,8.0,8.0,5.0,7.0,Easy,Better Salary,Male,23.0,Canada,Bachelors,Asian or Asian American,41.0,65.0
124,62a34d4118134ddc75ceb0ed,2022-06-10,0:01:37,Student/Looking/None,Yes,20.0,Other (Please Specify):Culture,Python,1.0,1.0,1.0,0.0,0.0,3.0,Difficult,Remote Work,Female,42.0,United Kingdom,Masters,White or Caucasian,0.0,40.0
125,62a34da0f408bae018ed5abd,2022-06-10,0:01:30,Other,Yes,53.0,Education,Other,0.0,0.0,2.0,0.0,0.0,0.0,Very Difficult,Good Work/Life Balance,Female,42.0,United States,Bachelors,Black or African American,41.0,65.0
126,62a34dbb5d257a28a30d9a61,2022-06-10,0:01:26,Other,No,20.0,Tech,Python,0.0,6.0,5.0,5.0,3.0,1.0,Neither easy nor difficult,Better Salary,Male,25.0,India,Masters,Asian or Asian American,0.0,40.0
127,62a34e00f8f7561645854954,2022-06-10,0:02:24,Data Analyst,Yes,95.5,Tech,R,8.0,10.0,10.0,10.0,2.0,7.0,Easy,Remote Work,Male,38.0,United States,Masters,White or Caucasian,86.0,105.0
128,62a34e082e54c9003e534118,2022-06-10,0:02:51,Other,No,20.0,Tech,Python,5.0,6.0,6.0,6.0,6.0,4.0,Easy,Better Salary,Male,24.0,Other (Please Specify):Costa Rica,Bachelors,Hispanic or Latino,0.0,40.0
129,62a34eb7bc6861bf3176e6d8,2022-06-10,0:01:37,Data Analyst,Yes,75.5,Education,R,7.0,10.0,10.0,10.0,8.0,10.0,Neither easy nor difficult,Good Work/Life Balance,Male,28.0,United States,Bachelors,White or Caucasian,66.0,85.0
130,62a34f2af8f7561645854c1c,2022-06-10,0:01:06,Data Analyst,No,53.0,Healthcare,Python,1.0,2.0,8.0,7.0,0.0,0.0,Difficult,Better Salary,Male,21.0,United States,Bachelors,Asian or Asian American,41.0,65.0
131,62a34f3bf408bae018ed5e42,2022-06-10,0:01:13,Data Analyst,Yes,115.5,Healthcare,R,10.0,10.0,10.0,10.0,10.0,10.0,Very Easy,Good Culture,Male,39.0,United States,Masters,White or Caucasian,106.0,125.0
132,62a34fa418134ddc75ceb509,2022-06-10,0:03:29,Data Analyst,Yes,20.0,Tech,Python,4.0,5.0,5.0,5.0,6.0,8.0,Difficult,Good Work/Life Balance,Male,23.0,Other (Please Specify):Pakistan,Bachelors,Asian or Asian American,0.0,40.0
133,62a34fbacec54911e9ca776f,2022-06-10,0:01:17,Data Analyst,No,20.0,Other (Please Specify):Government,R,1.0,6.0,4.0,3.0,5.0,6.0,Neither easy nor difficult,Good Work/Life Balance,Female,23.0,Other (Please Specify):Australia,Bachelors,White or Caucasian,0.0,40.0
134,62a34fc3f3072dd892624a45,2022-06-10,0:02:03,Data Analyst,Yes,75.5,Other (Please Specify):Distribution,R,8.0,9.0,8.0,7.0,7.0,8.0,Neither easy nor difficult,Good Work/Life Balance,Male,30.0,United States,Masters,White or Caucasian,66.0,85.0
135,62a34ff1f408bae018ed601d,2022-06-10,0:01:16,Data Analyst,No,53.0,Other (Please Specify):Manufacturing,Python,2.0,6.0,2.0,3.0,2.0,2.0,Easy,Better Salary,Male,26.0,Other (Please Specify):Ireland ,Masters,White or Caucasian,41.0,65.0
136,62a34ff4f3072dd892624b32,2022-06-10,0:02:18,Data Analyst,Yes,53.0,Healthcare,R,3.0,6.0,4.0,6.0,4.0,6.0,Neither easy nor difficult,Better Salary,Male,37.0,United States,Bachelors,White or Caucasian,41.0,65.0
137,62a3505bd8c00e9f5419f8df,2022-06-10,0:01:22,Data Analyst,Yes,75.5,Healthcare,Python,3.0,5.0,4.0,5.0,4.0,4.0,Neither easy nor difficult,Better Salary,Female,31.0,United States,Bachelors,White or Caucasian,66.0,85.0
138,62a350f7f3072dd892624d05,2022-06-10,0:02:03,Data Analyst,Yes,20.0,Finance,C/C++,5.0,2.0,4.0,3.0,3.0,3.0,Difficult,Good Work/Life Balance,Female,25.0,Other (Please Specify):South Africa,Bachelors,Black or African American,0.0,40.0
139,62a35130f3072dd892624d9f,2022-06-10,0:02:04,Data Analyst,Yes,20.0,Healthcare,Python,2.0,6.0,6.0,5.0,4.0,5.0,Easy,Better Salary,Female,26.0,Other (Please Specify):Poland,Bachelors,White or Caucasian,0.0,40.0
140,62a351860a77c1a77f65e86b,2022-06-10,0:01:28,Data Analyst,Yes,75.5,Healthcare,Other,7.0,8.0,8.0,8.0,8.0,7.0,Very Easy,Better Salary,Male,30.0,United States,Bachelors,White or Caucasian,66.0,85.0
141,62a3519b24a262602738514a,2022-06-10,0:01:39,Data Analyst,Yes,75.5,Tech,Python,9.0,10.0,10.0,10.0,7.0,9.0,Neither easy nor difficult,Better Salary,Female,39.0,United States,Bachelors,Black or African American,66.0,85.0
142,62a35236b4da29969c631214,2022-06-10,0:00:53,Other,No,20.0,Education,Python,1.0,1.0,1.0,0.0,0.0,2.0,Easy,Good Work/Life Balance,Female,28.0,India,Masters,Asian or Asian American,0.0,40.0
143,62a352a32e54c9003e534981,2022-06-10,0:01:46,Data Analyst,Yes,75.5,Finance,Other,8.0,8.0,7.0,7.0,10.0,10.0,Very Easy,Good Work/Life Balance,Male,22.0,United States,Bachelors,Other (Please Specify):Mixed ( Caucasian / African-American ),66.0,85.0
144,62a352f00a77c1a77f65eae7,2022-06-10,0:02:45,Data Analyst,Yes,20.0,Telecommunication,Python,3.0,2.0,4.0,2.0,2.0,2.0,Neither easy nor difficult,Good Culture,Male,28.0,Other (Please Specify):Mozambique,Bachelors,Black or African American,0.0,40.0
145,62a353372e54c9003e534a40,2022-06-10,0:01:44,Other,No,187.5,Tech,R,8.0,10.0,9.0,7.0,5.0,5.0,Neither easy nor difficult,Remote Work,Male,33.0,United States,Masters,White or Caucasian,150.0,225.0
146,62a353565d257a28a30da59f,2022-06-10,0:05:11,Data Analyst,Yes,20.0,Finance,Other,2.0,3.0,3.0,3.0,2.0,4.0,Neither easy nor difficult,Good Work/Life Balance,Female,22.0,Other (Please Specify):Egypt ,Bachelors,Other (Please Specify):Half Asian half African ,0.0,40.0
147,62a353f07dc029e2d66c1783,2022-06-10,0:01:48,Student/Looking/None,No,20.0,Tech,Python,3.0,5.0,5.0,4.0,4.0,5.0,Neither easy nor difficult,Better Salary,Male,27.0,India,Bachelors,Other (Please Specify):Brown,0.0,40.0
148,62a3545e0f8c8599d5af474b,2022-06-10,0:03:42,Data Analyst,Yes,115.5,Other (Please Specify):Cons,Other,8.0,8.0,8.0,8.0,10.0,10.0,Easy,Good Work/Life Balance,Male,37.0,United States,Bachelors,Other (Please Specify):Prefer not to ans,106.0,125.0
149,62a35472cec54911e9ca82bc,2022-06-10,0:22:47,Other,No,53.0,Other (Please Specify):Wholesale,R,3.0,4.0,5.0,5.0,4.0,3.0,Difficult,Better Salary,Male,24.0,United States,Masters,White or Caucasian,41.0,65.0
150,62a354bdb4da29969c631700,2022-06-10,0:01:20,Data Analyst,No,53.0,Healthcare,R,1.0,4.0,3.0,2.0,0.0,6.0,Difficult,Better Salary,Male,25.0,United Kingdom,Masters,Asian or Asian American,41.0,65.0
151,62a354e9cf255543173031ed,2022-06-10,0:01:24,Data Engineer,No,95.5,Healthcare,R,8.0,10.0,8.0,8.0,9.0,10.0,Neither easy nor difficult,Good Culture,Male,28.0,United States,Masters,Black or African American,86.0,105.0
152,62a35541f3072dd892625517,2022-06-10,0:02:07,Data Analyst,Yes,53.0,Other (Please Specify):Energy ,Python,5.0,5.0,7.0,7.0,7.0,7.0,Easy,Better Salary,Male,32.0,United Kingdom,Bachelors,White or Caucasian,41.0,65.0
153,62a355445d257a28a30dab12,2022-06-10,0:01:34,Data Analyst,Yes,53.0,Other (Please Specify):Government programs,Python,0.0,7.0,7.0,7.0,0.0,7.0,Easy,Good Culture,Male,29.0,United States,Bachelors,Asian or Asian American,41.0,65.0
154,62a35631cf25554317303425,2022-06-10,0:02:50,Data Analyst,No,53.0,Healthcare,R,7.0,5.0,8.0,6.0,5.0,10.0,Difficult,"Other (Please Specify):Want to move from Australia to Canada, so position in desired country ",Female,26.0,Other (Please Specify):Australia,Masters,White or Caucasian,41.0,65.0
155,62a357390a77c1a77f65f189,2022-06-10,0:03:01,Data Engineer,Yes,53.0,Tech,Python,0.0,7.0,5.0,0.0,0.0,7.0,Neither easy nor difficult,Remote Work,Male,37.0,Canada,Masters,White or Caucasian,41.0,65.0
156,62a3578b0a77c1a77f65f279,2022-06-10,0:01:44,Data Analyst,No,53.0,Other (Please Specify):Supply Chain,R,4.0,6.0,5.0,4.0,5.0,6.0,Neither easy nor difficult,Better Salary,Male,25.0,United States,Bachelors,White or Caucasian,41.0,65.0
157,62a357d30f8c8599d5af4ea3,2022-06-10,0:01:36,Data Analyst,No,20.0,Finance,Other,4.0,4.0,5.0,6.0,6.0,0.0,Difficult,Better Salary,Male,24.0,Other (Please Specify):Israel,High School,White or Caucasian,0.0,40.0
158,62a3582e575fa3a5ae88e506,2022-06-10,0:02:45,Other,No,137.5,Finance,Other,7.0,8.0,8.0,8.0,7.0,8.0,Easy,Better Salary,Male,52.0,United States,Bachelors,White or Caucasian,125.0,150.0
159,62a35878575fa3a5ae88e5d5,2022-06-10,0:04:22,Data Analyst,Yes,53.0,Finance,Python,6.0,10.0,3.0,5.0,0.0,10.0,Difficult,Good Culture,Male,27.0,Other (Please Specify):Singapore,Bachelors,Asian or Asian American,41.0,65.0
160,62a35981bae91e4b8b8323dd,2022-06-10,0:01:07,Data Analyst,No,115.5,Healthcare,Other,6.0,6.0,3.0,3.0,3.0,3.0,Neither easy nor difficult,Better Salary,Female,29.0,United States,Masters,White or Caucasian,106.0,125.0
161,62a35a2c7dc029e2d66c2519,2022-06-10,0:01:39,Student/Looking/None,No,20.0,Tech,Python,3.0,7.0,6.0,7.0,0.0,0.0,Difficult,Better Salary,Male,42.0,Other (Please Specify):Brazil,Associates,White or Caucasian,0.0,40.0
162,62a35aa2f8d5efcc22f8075d,2022-06-10,0:01:24,Data Analyst,Yes,53.0,Telecommunication,R,3.0,5.0,6.0,4.0,3.0,7.0,Difficult,Other (Please Specify):All of the options are important to me when looking for a new job,Male,28.0,United States,Masters,White or Caucasian,41.0,65.0
163,62a35ababae91e4b8b83269d,2022-06-10,0:02:39,Data Analyst,Yes,20.0,Tech,Python,8.0,8.0,8.0,8.0,8.0,9.0,Neither easy nor difficult,Good Work/Life Balance,Male,44.0,Other (Please Specify):Costa Rica,Bachelors,Hispanic or Latino,0.0,40.0
164,62a35ae0575fa3a5ae88ea98,2022-06-10,0:01:30,Data Engineer,Yes,20.0,Tech,Python,5.0,5.0,6.0,5.0,6.0,7.0,Neither easy nor difficult,Remote Work,Male,23.0,Other (Please Specify):Spain,Bachelors,White or Caucasian,0.0,40.0
165,62a35ae87dc029e2d66c279b,2022-06-10,0:01:14,Data Analyst,No,53.0,Other (Please Specify):Entertainment,R,1.0,2.0,6.0,4.0,2.0,0.0,Easy,Better Salary,Male,27.0,United States,Bachelors,Hispanic or Latino,41.0,65.0
166,62a35b13bc6861bf31770188,2022-06-10,0:01:05,Data Analyst,No,75.5,Construction,Python,3.0,3.0,3.0,2.0,2.0,1.0,Neither easy nor difficult,Good Culture,Male,26.0,United States,Masters,White or Caucasian,66.0,85.0
167,62a35b72f408bae018ed76a8,2022-06-10,0:01:14,Data Analyst,Yes,95.5,Healthcare,Other,3.0,4.0,4.0,4.0,1.0,3.0,Neither easy nor difficult,Better Salary,Male,27.0,United States,Masters,Hispanic or Latino,86.0,105.0
168,62a35b965d257a28a30db899,2022-06-10,0:01:45,Data Analyst,Yes,75.5,Other (Please Specify):Retail,Python,0.0,0.0,7.0,1.0,0.0,9.0,Difficult,Better Salary,Male,33.0,Canada,Bachelors,Asian or Asian American,66.0,85.0
169,62a35ba3f3072dd892626068,2022-06-10,0:01:44,Data Analyst,Yes,75.5,Other (Please Specify):Aerospace,Python,8.0,10.0,10.0,10.0,10.0,10.0,Easy,Better Salary,Male,28.0,United States,Bachelors,Hispanic or Latino,66.0,85.0
170,62a35c890a77c1a77f65fdfa,2022-06-10,0:01:29,Data Analyst,Yes,20.0,Tech,R,2.0,8.0,8.0,7.0,6.0,9.0,Neither easy nor difficult,Better Salary,Male,32.0,Other (Please Specify):Kenya,Bachelors,Black or African American,0.0,40.0
171,62a35d8f575fa3a5ae88efd6,2022-06-10,0:02:38,Student/Looking/None,Yes,53.0,Other (Please Specify):Foodservice Franchising,Python,2.0,4.0,6.0,1.0,1.0,1.0,Very Difficult,Better Salary,Male,34.0,Canada,Associates,Asian or Asian American,41.0,65.0
172,62a35d95cf25554317304386,2022-06-10,0:01:04,Data Analyst,No,187.5,Tech,Python,10.0,10.0,10.0,8.0,10.0,10.0,Easy,Good Work/Life Balance,Male,28.0,United States,Bachelors,Asian or Asian American,150.0,225.0
173,62a35e970a77c1a77f66035a,2022-06-10,0:01:51,Data Scientist,Yes,137.5,Telecommunication,Python,2.0,4.0,1.0,3.0,1.0,7.0,Neither easy nor difficult,Better Salary,Male,27.0,India,Bachelors,Other (Please Specify):Indian,125.0,150.0
174,62a35eabf408bae018ed7cbc,2022-06-10,0:01:35,Data Engineer,Yes,53.0,Finance,Python,2.0,4.0,5.0,5.0,4.0,6.0,Difficult,Better Salary,Male,22.0,United States,Bachelors,White or Caucasian,41.0,65.0
175,62a35f0d24a2626027386a8b,2022-06-10,0:01:03,Data Analyst,No,75.5,Healthcare,Python,3.0,3.0,4.0,1.0,2.0,2.0,Neither easy nor difficult,Better Salary,Male,29.0,United States,Masters,White or Caucasian,66.0,85.0
176,62a35f825d257a28a30dc128,2022-06-10,0:02:17,Data Analyst,No,75.5,Healthcare,Python,8.0,10.0,10.0,8.0,5.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Female,31.0,United States,Masters,White or Caucasian,66.0,85.0
177,62a35fa0f8f7561645856c35,2022-06-10,0:01:39,Data Analyst,No,75.5,Tech,Python,4.0,5.0,5.0,5.0,4.0,4.0,Easy,Remote Work,Male,28.0,United States,Bachelors,White or Caucasian,66.0,85.0
178,62a35fc1f8f7561645856c98,2022-06-10,0:00:53,Student/Looking/None,No,20.0,Healthcare,Python,0.0,0.0,0.0,0.0,0.0,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,24.0,United States,Masters,Asian or Asian American,0.0,40.0
179,62a3602318134ddc75ced6b9,2022-06-10,0:01:19,Data Analyst,No,95.5,Other (Please Specify):Government ,Other,4.0,5.0,3.0,4.0,2.0,3.0,Easy,Good Culture,Male,34.0,United States,Masters,White or Caucasian,86.0,105.0
180,62a360b8f8f7561645856ec4,2022-06-10,0:01:16,Data Engineer,No,95.5,Tech,Python,5.0,3.0,5.0,5.0,4.0,5.0,Difficult,Better Salary,Male,23.0,United States,Bachelors,White or Caucasian,86.0,105.0
181,62a360dbd8c00e9f541a16cf,2022-06-10,0:02:08,Student/Looking/None,No,53.0,Construction,Other,10.0,4.0,10.0,10.0,4.0,10.0,Neither easy nor difficult,Remote Work,Male,32.0,Other (Please Specify):Belgium,Masters,White or Caucasian,41.0,65.0
182,62a36146f8f7561645856ff7,2022-06-10,0:01:31,Data Analyst,Yes,20.0,Healthcare,R,6.0,8.0,6.0,6.0,8.0,10.0,Easy,Remote Work,Male,29.0,Other (Please Specify):Argentina,High School,Hispanic or Latino,0.0,40.0
183,62a361af0f8c8599d5af6277,2022-06-10,0:01:39,Data Analyst,Yes,20.0,Education,Python,0.0,0.0,0.0,0.0,0.0,0.0,Very Difficult,Better Salary,Male,34.0,Other (Please Specify):Nigeria,Bachelors,Black or African American,0.0,40.0
184,62a361cc575fa3a5ae88f908,2022-06-10,0:00:55,Data Analyst,No,75.5,Finance,Python,7.0,5.0,5.0,7.0,9.0,10.0,Very Easy,Remote Work,Male,24.0,United Kingdom,Bachelors,White or Caucasian,66.0,85.0
185,62a3620f0f8c8599d5af63a5,2022-06-10,0:02:19,Other,No,75.5,Tech,Python,0.0,10.0,6.0,0.0,0.0,0.0,Difficult,Better Salary,Male,30.0,United States,Bachelors,Other (Please Specify):Indian,66.0,85.0
186,62a36251d8c00e9f541a199e,2022-06-10,0:01:59,Other,No,95.5,Other (Please Specify):Entertainment ,Python,5.0,5.0,6.0,4.0,5.0,5.0,Difficult,Better Salary,Male,24.0,United States,Masters,Hispanic or Latino,86.0,105.0
187,62a36275bc6861bf31771183,2022-06-10,0:01:52,Data Analyst,Yes,53.0,Other (Please Specify):Insurance,Python,6.0,8.0,10.0,9.0,7.0,9.0,Easy,Better Salary,Male,27.0,United States,Bachelors,Other (Please Specify):N/A,41.0,65.0
188,62a3636c2e54c9003e536e6b,2022-06-10,0:03:30,Data Analyst,No,20.0,Finance,Python,1.0,2.0,4.0,4.0,4.0,5.0,Neither easy nor difficult,Better Salary,Male,21.0,India,Bachelors,Asian or Asian American,0.0,40.0
189,62a365c2f8d5efcc22f81e2e,2022-06-10,0:03:54,Data Analyst,No,20.0,Other (Please Specify):Logistics,Python,3.0,5.0,9.0,9.0,,8.0,Very Difficult,Other (Please Specify):Both Good work / life Balance and Good Culture,Male,31.0,Other (Please Specify):UAE,Masters,Black or African American,0.0,40.0
190,62a365d5d8c00e9f541a20cf,2022-06-10,0:02:38,Data Analyst,Yes,20.0,Telecommunication,R,5.0,7.0,5.0,5.0,5.0,7.0,Difficult,Better Salary,Male,41.0,Other (Please Specify):Egypt,Bachelors,White or Caucasian,0.0,40.0
191,62a3670b575fa3a5ae890422,2022-06-10,0:02:07,Data Analyst,Yes,20.0,Tech,Python,0.0,1.0,1.0,0.0,0.0,2.0,Difficult,Better Salary,Male,25.0,India,Bachelors,Asian or Asian American,0.0,40.0
192,62a3676bb4da29969c633ac7,2022-06-10,0:03:59,Data Analyst,No,20.0,Finance,Other,4.0,7.0,8.0,8.0,8.0,9.0,Neither easy nor difficult,Other (Please Specify):an environment that encourages growth like where I work currently and better salary ,Male,24.0,Other (Please Specify):Nigeria ,Bachelors,Black or African American,0.0,40.0
193,62a36794b4da29969c633b48,2022-06-10,0:02:01,Data Analyst,No,20.0,Finance,Python,6.0,5.0,6.0,5.0,6.0,6.0,Neither easy nor difficult,Better Salary,Male,30.0,Other (Please Specify): Somalia,Masters,Other (Please Specify):African ,0.0,40.0
194,62a367d224a2626027387b56,2022-06-10,0:03:38,Data Analyst,No,187.5,Finance,Other,7.0,7.0,7.0,,5.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,33.0,United States,Bachelors,White or Caucasian,150.0,225.0
195,62a367ed18134ddc75cee697,2022-06-10,0:02:40,Data Analyst,No,75.5,Other (Please Specify):Energy (oil and gas),Other,7.0,4.0,10.0,9.0,7.0,10.0,Difficult,Better Salary,Male,23.0,United States,Bachelors,Hispanic or Latino,66.0,85.0
196,62a36802f8f7561645857e38,2022-06-10,0:01:34,Data Analyst,Yes,75.5,Tech,Python,6.0,6.0,6.0,6.0,6.0,6.0,Difficult,Remote Work,Female,33.0,United Kingdom,Masters,Asian or Asian American,66.0,85.0
197,62a3684ebc6861bf31771f15,2022-06-10,0:00:48,Data Analyst,No,115.5,Finance,Python,4.0,4.0,4.0,4.0,4.0,4.0,Neither easy nor difficult,Better Salary,Male,25.0,United States,Bachelors,White or Caucasian,106.0,125.0
198,62a3688df8f7561645857f7e,2022-06-10,0:00:57,Data Analyst,No,20.0,Other (Please Specify):Market research,Python,5.0,5.0,5.0,5.0,5.0,5.0,Neither easy nor difficult,Remote Work,Female,27.0,Other (Please Specify):Kosovo,Masters,White or Caucasian,0.0,40.0
199,62a368ee2e54c9003e537e4a,2022-06-10,0:01:45,Data Analyst,Yes,20.0,Finance,C/C++,5.0,10.0,10.0,8.0,10.0,10.0,Very Easy,Good Work/Life Balance,Male,30.0,United Kingdom,Bachelors,White or Caucasian,0.0,40.0
200,62a369280a77c1a77f661ad0,2022-06-10,0:02:41,Data Analyst,Yes,20.0,Tech,Python,0.0,3.0,,,,6.0,Neither easy nor difficult,Remote Work,Male,29.0,Other (Please Specify):Nigeria ,Bachelors,Black or African American,0.0,40.0
201,62a36969f8f756164585821d,2022-06-10,0:03:43,Other,Yes,20.0,Healthcare,Python,10.0,2.0,8.0,5.0,0.0,6.0,Easy,Better Salary,Male,25.0,India,Masters,Other (Please Specify):Indian,0.0,40.0
202,62a3697ff408bae018ed948b,2022-06-10,0:01:28,Data Analyst,No,95.5,Telecommunication,Other,7.0,7.0,5.0,7.0,7.0,7.0,Easy,Remote Work,Male,40.0,United States,High School,Hispanic or Latino,86.0,105.0
203,62a36ac6cf255543173063d8,2022-06-10,0:02:59,Data Analyst,No,53.0,Other (Please Specify):Government,Other,6.0,10.0,8.0,8.0,4.0,4.0,Neither easy nor difficult,Better Salary,Female,29.0,Canada,Bachelors,Other (Please Specify),41.0,65.0
204,62a36ad1f408bae018ed9793,2022-06-10,0:04:44,Data Analyst,No,53.0,Other (Please Specify),Python,0.0,3.0,3.0,3.0,3.0,,Difficult,Remote Work,Male,29.0,India,Masters,Asian or Asian American,41.0,65.0
205,62a36b6c24a26260273882a2,2022-06-10,0:01:40,Data Analyst,Yes,20.0,Education,Python,1.0,2.0,2.0,3.0,3.0,4.0,Neither easy nor difficult,Better Salary,Male,28.0,Other (Please Specify):Nigeria ,Masters,Black or African American,0.0,40.0
